feature	S1A	S1B	S2A	S2B	S3A	S3B	S4A	S4B	S5A	S5B	S6A	S6B
K01625	1721.0373015873	969	1687.34523809524	1880.72817460317	4069.29801587302	857.319047619048	9445.93095238095	37611.6916666667	5234.88531746032	4064.82857142857	1758.16666666667	4353.8869047619
K01626	7032.5746031746	6305.62619047619	5930.19523809524	5504.10317460317	5699.53968253968	10775.7813492063	19732.0476190476	5387.78888888889	13625.776984127	11142.5623015873	4256.28333333333	7299.40634920635
K01627	830.462301587302	807.383333333333	390.895238095238	2555.60317460317	2304.97023809524	2413.82738095238	15376.180952381	37651.25	5124.31031746032	3881.22857142857	1792.44166666667	4856.37857142857
K01628	544.03253968254	418.975541125541	188.958874458874	662.178932178932	129.595238095238	225.347619047619	397.564285714286	320.433333333333	3220.21031746032	1499.40476190476	711.25	407.928571428571
K01629	1746.82142857143	1945.57142857143	1171.5	1430.625	1050.125	926.946428571429	61.125	883	593.625	870.357142857143	742.75	1056.5
K01631	7.53809523809524	2.07142857142857	0	0.833333333333333	0	2.87142857142857	804.8	0	3057	1122.56547619048	0	0
K01633	3217.41785714286	3050.54696969697	2939.06720779221	3987.87337662338	4447.27023809524	6871.36904761905	16429.7226190476	39714.3944444444	6541.21031746032	6094.19246031746	2742.1	5986.35912698413
K01634	0	0	0	0	0	0	47.4	80.4	0	1.5	0	0
K01635	3460.075	3248.425	2912.28333333333	3170.41666666667	3906.95833333333	1698.16944444444	1561.60833333333	1244.98333333333	1028.26666666667	1757.79166666667	1647.325	2310.225
K01637	15.7325396825397	3.61839826839827	2.23863636363636	12.2979797979798	2.275	10.2714285714286	9533.18333333333	55.5166666666667	3032.22222222222	1128.56547619048	7	36.875
K01638	23.8436507936508	9.0517316017316	2.23863636363636	22.020202020202	2.675	12.6714285714286	9533.18333333333	55.5166666666667	3038.77777777778	1128.56547619048	7	36.875
K01639	2572.67976190476	2695.3119047619	1935.2619047619	3610.13095238095	2965.1369047619	2218.63928571429	87.9309523809524	1120.65833333333	1047.47142857143	1778.52142857143	2234.75	2754.67857142857
K01640	18.2444444444444	26.630303030303	25.155303030303	25.6313131313131	3.55277777777778	6.99166666666667	15637.1166666667	37580.7	3465.22222222222	1262.16666666667	35.3333333333333	26.625
K01641	4024.78888888889	3405.58333333333	3193.78333333333	2655.58333333333	4053.54722222222	5714.65	7481.275	40325.6111111111	1086.95	2477.56388888889	1875.125	2390.73888888889
K01643	602.854761904762	643.378571428571	292.411904761905	793.630952380952	843.336904761905	1624.78928571429	677.372619047619	95.3333333333333	379.171428571429	657.321428571429	1122.475	1366.57857142857
K01644	1780.63253968254	2279.87857142857	1921.34523809524	2043.01984126984	1545.7369047619	1799.65595238095	2083.47261904762	562	1671.06031746032	2039.3880952381	1674.60833333333	2102.1119047619
K01646	602.854761904762	643.378571428571	292.411904761905	793.630952380952	843.336904761905	1624.78928571429	637.072619047619	95.3333333333333	379.171428571429	657.321428571429	1122.475	1366.57857142857
K01647	1387.54642857143	874.623701298701	1190.48560606061	1168.0404040404	1511.00555555556	4411.00198412698	16748.1083333333	39560.6861111111	4902.42222222222	3956.32103174603	843.55	3232.10555555556
K01649	5885.39563492063	5816.1053030303	4752.21720779221	5577.15115440115	4696.29523809524	7697.84126984127	10730.2642857143	3529.41111111111	7415.21587301587	8069.85079365079	3821.88333333333	7297.15912698413
K01652	7697.88492063492	6821.01233766234	6309.49805194805	6411.73917748918	7455.46547619048	12293.9956349206	12731.6702380952	5458.85555555556	11343.7928571429	11099.0753968254	5194.70833333333	8398.60158730159
K01653	5881.57619047619	5813.92727272727	4756.08084415584	5568.75468975469	4698.17023809524	7712.50793650794	10454.030952381	3481.56111111111	7346.74365079365	7608.89246031746	3820.96666666667	7273.40912698413
K01654	1112.33333333333	1543.66666666667	1473.41666666667	1634.58333333333	718.833333333333	186.583333333333	222.416666666667	107	2902	3058.5	787.583333333333	3355.33333333333
K01657	6253.20119047619	5937.18863636364	5185.21720779221	5522.42893217893	5623.54523809524	7590.84126984127	16298.6476190476	40946.7277777778	7420.66031746032	7821.47579365079	3759.3	7185.15912698413
K01658	4454.44642857143	3561.73387445887	3046.60054112554	4815.2205988456	5859.84246031746	7718.46150793651	15964.9142857143	40225.3194444444	5835.65198412698	6084.81031746032	3122.04166666667	6635.97579365079
K01659	9.99444444444444	5.93333333333333	51.75	456.805555555556	22.15	33.45	8721.53333333333	41.1666666666667	4628.38888888889	2847.08333333333	250.25	2656
K01661	2513.20952380952	2833.77196969697	2028.93387445887	3863.62337662338	3306.78968253968	2824.63571428571	6365.65595238095	38061.5666666667	1778.22142857143	2562.15357142857	2171.3	3202.3369047619
K01662	2697.69841269841	2844.58863636364	2556.33387445887	4657.65115440115	4291.43134920635	2134.08015873016	10112.1476190476	781.3	6680.73253968254	5899.6119047619	3146.59166666667	5853.1369047619
K01664	1201.44285714286	1675.1803030303	1744.05054112554	1499.87337662338	796.614682539682	316.519047619048	321.730952380952	362.633333333333	1490.30476190476	1712.15357142857	1260.21666666667	1094.9369047619
K01665	275.37619047619	249.255303030303	164.517207792208	1451.45670995671	1541.51468253968	888.252380952381	15263.630952381	37524.4	1180.3380952381	1659.14523809524	1103.89166666667	1177.82023809524
K01666	1	0	2	2.5	0.75	2.75	63.2	107.2	1	4.5	3	0
K01667	102.937301587302	136.683333333333	158.195238095238	373.603174603175	94.5285714285714	148.452380952381	40.6642857142857	106.816666666667	219.510317460317	478.586904761905	777.516666666667	428.278571428571
K01668	35.6	59.6	40.1	47.3333333333333	4.1	11.1666666666667	0	29.4	45.4666666666667	112.033333333333	135.933333333333	145.6
K01669	65.0769841269841	39.0517316017316	49.7136363636364	268.811868686869	23.125	32.4714285714286	9510.68333333333	83.3166666666667	3856.34444444444	1997.29047619048	141.05	1402.325
K01671	1.57142857142857	0.571428571428571	0	0	0	0.571428571428571	0	0	0	0.357142857142857	0	0
K01673	5968.69404761905	5852.90649350649	4895.14220779221	6290.26226551227	5859.94801587302	8218.28412698413	22542.3642857143	78718.1277777778	14609.826984127	9438.17341269841	3812.125	7574.51746031746
K01674	1709.27698412698	887.404761904762	1435.33333333333	472.361111111111	2651.31388888889	4409.05476190476	7324.225	39235.1444444444	290.166666666667	1125.4126984127	678.575	744.138888888889
K01676	215.204761904762	154.310064935065	82.4886363636364	1655.90909090909	1471.125	782.996428571429	14684.7166666667	37585.7666666667	4766.58333333333	3056.69047619048	592.125	3448.125
K01677	555.208333333333	580.208333333333	156.916666666667	595.833333333333	736.875	1489.25	6	66.25	177.583333333333	340.833333333333	417.75	1046.16666666667
K01678	555.208333333333	580.208333333333	156.916666666667	595.833333333333	736.875	1489.25	6	66.25	177.583333333333	340.833333333333	417.75	1046.16666666667
K01679	2376.89563492063	2728.47196969697	2067.64220779221	3374.5955988456	1871.33134920635	2141.97182539683	16250.3642857143	38085.4	9527.61031746032	6418.2369047619	2635.46666666667	5329.87857142857
K01681	1857.92976190476	1263.2933982684	1231.08863636364	1097.88131313131	1525.1	4437.51865079365	16379.8083333333	39597.9694444444	3291.23888888889	2342.25436507937	648.933333333333	639.155555555555
K01682	22.2880952380952	5.82142857142857	55	464.583333333333	22.75	39.2464285714286	8974.46666666667	43.9166666666667	4661	2850.56547619048	257.25	2700.25
K01684	509.471428571429	260.354761904762	488.5	275.833333333333	1212.75	139.163095238095	1307.01666666667	16.5	3134.75	1309.81547619048	192.75	302
K01685	511.321428571429	260.154761904762	496.5	281.666666666667	1213.19444444444	139.613095238095	12570.6166666667	74938.5	4343.98333333333	353.032142857143	192.75	303.333333333333
K01686	164.153968253968	144.716666666667	145.928571428571	556.936507936508	381.414682539682	378.710714285714	6834.73928571429	37504.2	265.860317460317	640.878571428571	883.708333333333	677.761904761905
K01687	8805.46507936508	8347.16363636364	6871.67554112554	7403.05393217893	7168.41746031746	12888.3801587302	12500.6142857143	6175.23055555556	8922.82698412698	10270.8646825397	5157.00833333333	10100.673015873
K01689	6628.26785714286	6339.1803030303	5342.90054112554	7303.48448773449	7380.6869047619	8607.83571428571	17582.2226190476	41055.1611111111	7719.94365079365	8116.62579365079	4964.06666666667	8663.92579365079
K01690	30.3992063492063	10.6547619047619	53	474.305555555556	22.75	40.2464285714286	932.95	40.75	4667.55555555556	2848.06547619048	257.25	2692.25
K01692	42.9666666666667	28.05	9.6	26.1666666666667	1.4	10.275	2084.46666666667	779	13645.7166666667	3639.4	7.8	9.2
K01693	2360.78333333333	1731.01363636364	1398.28863636364	2001.29797979798	2269.99166666667	5934.63888888889	10282.425	2203.93611111111	5013.25555555556	4275.67222222222	1196.8	4185.68888888889
K01695	6352.59285714286	6086.01363636364	5324.96720779221	5914.51226551227	5662.67023809524	7663.71626984127	17138.8726190476	41050.1527777778	7363.32698412698	7386.30912698413	3776.8	7196.78412698413
K01696	8601.96785714286	8477.18863636364	6899.41720779221	7666.13726551227	6996.89523809524	8870.31626984127	17209.1226190476	42051.3527777778	6055.45198412698	8606.20912698413	4955.075	8850.58412698413
K01697	11.2880952380952	3.77142857142857	9	5.83333333333333	1.8	4.67142857142857	12439.6666666667	74975.6	496.716666666667	954.665476190476	1.25	12.25
K01698	2368.17420634921	2743.31006493506	2028.22196969697	2995.29797979798	1795.19444444444	2023.47142857143	15681.4	38101.9	7200.18888888889	6229.98214285714	1630.61666666667	4986.94166666667
K01699	32.2666666666667	62.4333333333333	39.9333333333333	39.8333333333333	4.1	8	0	25.4	43.8	102.2	78.6	57.6
K01703	5767.86785714286	5705.68863636364	4710.88387445887	5270.76226551227	4415.62857142857	7460.50793650794	10570.630952381	3478.56111111111	7331.66031746032	7686.05912698413	3576.88333333333	6894.49246031746
K01704	5767.86785714286	5704.27196969697	4710.88387445887	5270.76226551227	4415.62857142857	7460.50793650794	10553.9642857143	3472.81111111111	7331.66031746032	7686.05912698413	3576.88333333333	6894.49246031746
K01706	10.6333333333333	22.6333333333333	20.1666666666667	16.25	3.03333333333333	7.16666666666667	218.8	11.3333333333333	4748.36666666667	1618.73333333333	35.3333333333333	24.6666666666667
K01707	1.63333333333333	1.7	0	1.66666666666667	0.8	3.1	351.8	0	2569	1032.83333333333	0	0
K01708	10.3	20.8333333333333	20.1666666666667	15.8333333333333	1.83333333333333	2.96666666666667	398.8	11.3333333333333	2590.33333333333	1080.16666666667	35.3333333333333	24.6666666666667
K01709	23.7083333333333	11.2083333333333	8.16666666666667	32.5	7.31944444444444	19.6666666666667	0	33	11.3333333333333	19.0833333333333	20	45.1666666666667
K01710	6182.22619047619	5921.22196969697	5303.60887445887	7433.76226551227	6675.6869047619	7212.91904761905	17062.0642857143	41096.2444444444	9009.11031746032	9512.87579365079	4322.275	10213.5091269841
K01711	218.990873015873	175.654761904762	36.25	1261.80555555556	1450.125	765.421428571429	652.116666666667	125.65	774.572222222222	351.557142857143	430.125	828.75
K01712	2510.67777777778	2657.52196969697	1717.21363636364	3280.46464646465	2810.44444444444	1999.575	15770.0833333333	38626.4166666667	3869.35555555556	2673.40833333333	1534.725	2467.43333333333
K01713	0.966666666666667	0	0	0.833333333333333	0	0.3	0	0	2568.66666666667	1032.83333333333	0	0
K01714	7737.6623015873	7042.94393939394	5913.51417748918	8075.37968975469	8909.7869047619	9045.61904761905	20201.8976190476	41399.6527777778	11597.6575396825	10787.6007936508	4877.80833333333	9162.81746031746
K01715	499.794444444444	493.433333333333	407.1	365.388888888889	295.35	276.75	6024.15	37626.15	245.522222222222	425.45	441.1	654.35
K01716	54.0539682539683	27.25	96.1785714285714	265.019841269841	89.5952380952381	139.127380952381	880.264285714286	25.5833333333333	3176.87698412698	1386.47023809524	664.916666666667	369.761904761905
K01719	1400.98253968254	1802.92673160173	1722.7803030303	2990.63131313131	2180.02222222222	967.546428571429	21648.65	75407.7	6055.05555555556	4509.85714285714	1236.29166666667	4353.91666666667
K01720	4.32777777777778	3.2969696969697	0.363636363636364	5.63131313131313	0.844444444444444	1.95	120.466666666667	53.6	3000.05555555556	1122.58333333333	0	1.33333333333333
K01721	5.96666666666667	3	0	6.66666666666667	0	1.3	31.6	53.6	350.133333333333	39.1	0	0
K01724	9.32777777777778	5.7969696969697	0.363636363636364	11.4646464646465	0.4	2.95	923.4	53.6	3005.05555555556	1122.58333333333	0	0
K01725	5.01587301587302	2.1547619047619	2	3.05555555555556	0	0.946428571428571	0	2	161.805555555556	912.690476190476	0	8
K01727	18.8	38.6	20.25	24.375	23	8.875	270.125	11.375	6.375	5.75	12.125	18.375
K01728	7.94642857142857	4.84642857142857	1.5	0	3.16944444444444	20.4214285714286	0	0	3.75	0.357142857142857	6.75	6.58333333333333
K01729	1.21666666666667	0	0	0.833333333333333	0	0.55	36	0	2998.5	1121.58333333333	0	0
K01730	8.64285714285714	3.14285714285714	0	0	0	3.14285714285714	445	0	0	1.96428571428571	0	0
K01732	0.3	0	0	0	0.444444444444444	0.3	0	0	344.8	38.1	0	1.33333333333333
K01733	5935.15952380952	5906.9803030303	4790.80054112554	5668.0955988456	4720.04523809524	7744.08571428571	11123.7226190476	3551.17777777778	7430.97698412698	8120.96746031746	3921.50833333333	7446.57579365079
K01734	562.642857142857	310.113636363636	593.417207792208	599.123376623377	1312.03968253968	276.369047619048	565.755952380952	53.3333333333333	2383.4380952381	589.661904761905	892.791666666667	685.720238095238
K01735	6111.75119047619	5895.06363636364	5195.55054112554	6713.26226551227	7337.3369047619	8528.64126984127	16595.3226190476	40806.7277777778	7860.96031746032	7969.57579365079	4366.3	8406.99246031746
K01736	6619.11785714286	6320.16060606061	5316.68084415584	7116.33802308802	7380.02023809524	8604.05793650794	16686.3892857143	41039.9944444444	7562.19365079365	8096.20912698413	4465.4	8490.59246031746
K01737	1819.59007936508	1214.78863636364	1309.41720779221	1557.87337662338	2311.3119047619	5961.20793650794	16020.5642857143	39432.2444444444	5204.90476190476	4378.85912698413	1824.61666666667	4445.94246031746
K01738	7860.73373015873	7319.87647907648	6136.09473304473	7964.42135642136	9525.65357142857	10765.8515873016	12770.9031746032	3907.63888888889	9741.99365079365	10936.6218253968	5216.175	9867.5619047619
K01739	5187.70674603175	5158.4053030303	4516.79220779221	4430.85948773449	3670.57023809524	5971.44404761905	1595.28928571429	3405.99444444444	3278.15476190476	4797.52579365079	3012.40833333333	4527.35912698413
K01740	5513	5673.57196969697	5064.08863636364	6752.49242424242	6848.81388888889	8027.46666666667	10332.825	2866.10277777778	3751.08888888889	5013.79722222222	3669.625	5350.67222222222
K01744	1411.15119047619	1242.74090909091	467.327813852814	3261.55266955267	2617.37301587302	2705.96349206349	15456.030952381	37879.3166666667	5288.22142857143	4092.6119047619	2404.00833333333	5341.0869047619
K01745	2540.44444444444	2683.02196969697	1728.21363636364	3361.29797979798	2812.44444444444	2004.675	21949.8833333333	76101.4166666667	5705.12222222222	4813.275	1578.225	2543.93333333333
K01746	1823	2055.75	1298.5	1800	1075.25	985.5	58	950.25	566.25	884.75	747	1060.25
K01749	2366.95753968254	2743.31006493506	2028.22196969697	2994.46464646465	1795.19444444444	2022.92142857143	15681.4	38101.9	6293.88888888889	5190.79880952381	1630.61666666667	4986.94166666667
K01750	1153.63333333333	1573.1303030303	1432.0303030303	1231.74242424242	715.083333333333	163.333333333333	696.883333333333	69	1306	1341.75	547.583333333333	724.833333333333
K01751	541.625	567.708333333333	174.5	645.555555555556	747.527777777778	1486.29166666667	6.875	28.25	375	322.875	888.375	1064.33333333333
K01752	12183.3531746032	10807.8343073593	9579.22478354978	10711.5312049062	14583.9702380952	16009.6849206349	18554.4726190476	43889.6388888889	11951.526984127	11823.9051587302	7821.03333333333	11215.7896825397
K01753	23.3916666666667	36.505303030303	20.7969696969697	24.9090909090909	3.08611111111111	10.4583333333333	8661.13333333333	15.2333333333333	2146.83333333333	144.266666666667	50.5166666666667	68.5166666666667
K01754	6290.03452380952	6128.78560606061	4831.97251082251	5736.08802308802	4456.00357142857	7530.04126984127	12817.7642857143	3852.01111111111	9820.12698412698	7483.09246031746	3660.23333333333	6982.80079365079
K01755	3950.91785714286	3166.09393939394	2739.03917748918	3747.40746753247	4419.37857142857	6977.76071428571	11363.6476190476	2730.38611111111	6089.90198412698	6077.65079365079	2711.71666666667	5757.61746031746
K01756	6628.71785714286	6337.3303030303	5324.48387445887	7264.5955988456	7380.6869047619	8607.83571428571	17255.6892857143	41041.6611111111	7979.52698412698	9932.54246031746	4949.06666666667	8613.92579365079
K01758	10.9547619047619	4.57142857142857	0	7.5	0	2.87142857142857	559.6	53.6	481.8	952.415476190476	0	0
K01759	6761.9623015873	5559.14318181818	5067.56341991342	5612.95418470418	7956.87301587302	8250.9496031746	11607.6392857143	3415.51111111111	6670.91587301587	7412.41746031746	4442.525	8238.85079365079
K01760	3436.09285714286	4004.95808080808	3740.46443001443	3680.08170995671	3633.5369047619	2595.63849206349	16937.5198412698	37927.1277777778	5918.51587301587	4578.06746031746	2528.96666666667	4358.26468253968
K01761	46.0666666666667	68.9636363636364	45.2136363636364	57.8257575757576	4.1	12.425	6249.8	37519.65	3155.46666666667	1696.2	96.6	92.6
K01766	43.7761904761905	28.5833333333333	142.428571428571	353.214285714286	135.761904761905	197.877380952381	0.714285714285714	29.6666666666667	3237.65476190476	1520.47023809524	969	463.095238095238
K01768	2335.4	2431.03333333333	2259.43333333333	2343.66666666667	2235.75	633.433333333333	10327.6666666667	674.6	1528.65	2114.76666666667	1102.13333333333	1646.45
K01770	2061.76785714286	2369.69696969697	1980.31720779221	4067.29004329004	2599.38134920635	1425.01904761905	8942.18928571428	655.766666666667	6449.5380952381	5312.42023809524	2687.68333333333	5236.80357142857
K01771	0	0.363636363636364	4.36363636363636	0.909090909090909	0	0	5948.2	37461	9	0	0	0
K01772	6451.82619047619	6265.01060606061	4844.29751082251	6159.67135642136	5017.47857142857	7964.55793650794	16981.105952381	41187.8777777778	7380.52698412698	7857.25079365079	4000.875	7696.22579365079
K01775	6669.95595238095	6415.91536796537	5389.64751082251	7339.83802308802	7388.63134920635	8624.23214285714	17763.4892857143	41070.6611111111	10341.576984127	8511.80793650794	5079.46666666667	8752.95912698413
K01776	6656.63452380952	6392.92727272727	5365.69751082251	7302.83802308802	7384.7869047619	8615.83571428571	16633.7226190476	41063.3111111111	7763.74365079365	8218.82579365079	5034.66666666667	8689.52579365079
K01777	0	0.727272727272727	0.727272727272727	1.81818181818182	0	0	0	0	0	0	0	0
K01778	2913.9123015873	3044.83863636364	2582.30054112554	3592.70670995671	3570.48134920635	2814.96349206349	16486.755952381	38115.8333333333	6979.21031746032	6518.47857142857	2392.975	5584.9369047619
K01779	1607.39087301587	1356.37781385281	1304.40281385281	1499.99711399711	2293.31468253968	1989.10873015873	1981.96428571429	491.95	3822.31031746032	2303.5380952381	1837.41666666667	2233.62857142857
K01782	20.315873015873	9.65476190476191	0	17.2222222222222	0	4.49642857142857	9381.31666666667	54.7666666666667	947.438888888889	1043.66547619048	0	0
K01783	6668.60595238095	6367.72554112554	5434.82911255411	7529.72655122655	7472.36547619048	8755.89166666667	17235.9869047619	41076.1111111111	7889.08174603175	8378.23055555556	5581.15	8921.9376984127
K01784	10332.4956349206	9436.75732323232	8092.68033910534	10400.1562049062	11799.3202380952	15077.1107142857	19072.6281746032	43489.4722222222	9749.93531746032	10573.8396825397	7107.60833333333	13080.5452380952
K01785	5109.05119047619	4276.05833333333	3494.25357142857	6366.85317460317	7366.34523809524	7656.96904761905	9164.68095238095	40698.9527777778	6077.79365079365	6844.88412698413	3771.19166666667	7457.57579365079
K01787	187	136.625	25.5	1187.5	1448.5	741.25	1.25	0	57.75	198.375	336.125	759
K01788	4019.40119047619	3589.95833333333	3036.69523809524	3689.35317460317	4282.55357142857	2061.39404761905	549.197619047619	1430.55833333333	1298.45476190476	2424.14523809524	2575.175	3080.7119047619
K01790	6653.95	6185.98308080808	5233.86085858586	6955.47853535354	6748.60555555555	7573.21666666667	16870.1888888889	41390.4388888889	8052.4	8560.71111111111	3616.94166666667	8631.98333333333
K01791	5504.92896825397	5376.38957431457	3334.65782828283	5301.58207070707	5897.78611111111	5373.24007936508	23832.3555555556	39986.7333333333	4007.13611111111	2897.12261904762	2555.90833333333	4324.97222222222
K01792	545.592857142857	421.016666666667	189.528571428571	642.297619047619	126.195238095238	199.077380952381	143.130952380952	233.633333333333	3176.47142857143	1472.57023809524	701.716666666667	403.711904761905
K01795	1.21666666666667	0	0	0.833333333333333	0	0.55	0	0	2998.5	1121.58333333333	0	0
K01796	0.666666666666667	0.5	0	0.833333333333333	0	0	626.8	160.8	0.333333333333333	3	0	0
K01799	9.46666666666667	5	0	10.4166666666667	0	1.8	115.4	0	3369.16666666667	754.166666666667	0	0
K01800	6.88333333333333	3	0	7.5	0	1.55	8626.16666666667	1.16666666666667	3003.83333333333	1124.08333333333	0	0
K01801	1.33333333333333	1	0	1.66666666666667	0	0	69	0	0.666666666666667	0	0	0
K01802	2245.3	3104.53333333333	2891.08333333333	2850.83333333333	1415.21666666667	347.266666666667	521.216666666667	263.3	4599.63333333333	4907.76666666667	1340.91666666667	4092.66666666667
K01803	6653.90119047619	6412.61363636364	5357.56720779221	7337.51226551227	7389.1869047619	8620.58571428571	18034.7392857143	41064.4111111111	7728.69365079365	8125.62579365079	4983.81666666667	8675.67579365079
K01804	10.1130952380952	11.8797619047619	6.95833333333333	5.83333333333333	2.09444444444444	9.22142857142857	5988.6	37461	39.5	0.982142857142857	2.25	3.70833333333333
K01805	161.387301587302	143.683333333333	144.261904761905	556.269841269841	379.481349206349	371.944047619048	6354.77261904762	37498.3333333333	741.260317460317	1593.27857142857	882.708333333333	679.761904761905
K01807	4090.84285714286	3436.69696969697	3318.37554112554	3360.3455988456	4160.74246031746	5880.57738095238	11573.805952381	2933.76111111111	5856.02698412698	5476.68412698413	2748.99166666667	5420.65079365079
K01808	3635.54166666667	3789.16363636364	2258.7553030303	5058.68686868687	3580.82777777778	3118.14444444444	6363.65	38537	2936.35	4338.39166666667	2587.375	3846.29166666667
K01809	6588.58373015873	6001.41031746032	5360.58968253968	5884.8253968254	6604.26746031746	10624.2876984127	8052.2003968254	42424.2611111111	2692.72698412698	5346.65793650794	3671.38333333333	4688.89523809524
K01810	6634.38452380952	6335.8303030303	5388.23387445887	7726.67893217893	7402.4369047619	8639.33571428571	17285.1392857143	41076.6611111111	9338.69365079365	9806.87579365079	5185.81666666667	11242.9257936508
K01811	9.32142857142857	5.82142857142857	10.5	4.30555555555556	9.375	3.19642857142857	6383.875	37461	39.25	6.10714285714286	1.125	6.25
K01812	548.792857142857	300.15	542.595238095238	478.880952380952	1257.35634920635	217.194047619048	6630.63095238095	37524.8666666667	221.054761904762	370.336904761905	560.25	489.261904761905
K01813	1735.19642857143	1915.94642857143	1162.75	1408.75	1045.5	915.821428571429	57.25	871.625	588	865.857142857143	730.625	1044.875
K01814	3524.35476190476	3353.00173160173	3068.78863636364	3349.21464646465	3020.49166666667	6179.58531746032	10989.2416666667	2467.10277777778	6411.08888888889	5789.4876984127	2074.55	5103.60555555556
K01815	523.571428571429	270.738095238095	507.166666666667	278.166666666667	1234.58333333333	159.079761904762	7458.63333333333	37483.3666666667	150.483333333333	192.015476190476	200.5	314
K01816	2.85	1.1	0	2.5	0.4	2.25	8937.43333333333	54.7666666666667	5567.5	2157.91666666667	0	0
K01817	4877.95	4136.32196969697	3696.4553030303	5183.38131313131	5590.64166666667	6655.95555555556	16909.125	40945.8694444444	5840.92222222222	5751.21388888889	2581.925	6049.27222222222
K01818	626.363095238095	506.720238095238	220.761904761905	926.130952380952	407.386904761905	443.005952380952	7.46428571428571	232.833333333333	261.821428571429	719.904761904762	910	756.428571428571
K01819	5886.18333333333	5840.68333333333	4898.81666666667	5700.625	5387.31666666667	3118.33055555556	1662.25833333333	2396.69166666667	1851.15833333333	3149.83333333333	2847.125	3961.075
K01820	0.666666666666667	1.1	4	0.833333333333333	0.4	1.4	6237.8	37461	9.33333333333333	0	0	0
K01821	4562.47698412698	3924.58506493507	3365.9053030303	3595.95075757576	4804.61666666667	7205.0130952381	7542.15	40435.8861111111	3782.325	5397.37936507937	2444.53333333333	6025.55555555556
K01822	0	0	0	0	0	0	79	134	0	2.5	0	0
K01823	4554.95476190476	3818.20173160173	3294.7053030303	3195.71464646465	4093.46666666667	5784.92142857143	8165.94166666667	40536.0777777778	1289.07222222222	2581.0626984127	2403.84166666667	2598.48055555556
K01825	6.53809523809524	1.82142857142857	0	0.833333333333333	0	2.49642857142857	8538.91666666667	1.16666666666667	3027.75	1125.06547619048	0	0
K01826	9.18333333333333	3.75	0	8.75	0	2.225	8717.11666666667	1.16666666666667	1351.85	1535.95	0	0
K01834	9578.88174603175	9155.72651515151	7999.35508658009	8568.50974025974	9219.90912698413	8090.35515873016	4106.91428571429	4960.16944444444	5589.80476190476	8236.83412698413	5804.19166666667	9131.13412698413
K01835	5416.35476190476	4690.4433982684	3570.9303030303	5403.25631313131	6573.75833333333	8265.62142857143	2403.63333333333	3232.41111111111	5298.70555555556	5584.72103174603	3139.025	6068.08055555556
K01838	2256.79642857143	2195.39642857143	1715.08333333333	2162.91666666667	2293.23611111111	1090.89087301587	896.225	939.625	2298	2778.98214285714	1176	4021.95833333333
K01839	4538.14642857143	3890.32673160173	3332.52196969697	3125.38131313131	4781.575	7184.94365079365	1998.025	2857.11111111111	1264.75555555556	2727.04603174603	2212.125	3324.94722222222
K01840	2056.17896825397	2346.15	1903.4619047619	3462.35317460317	2571.34523809524	1381.31904761905	15257.705952381	38110.3833333333	1617.17698412698	2396.25357142857	1921.35	2372.4119047619
K01841	13.7083333333333	7.375	5.5	12.9166666666667	2.31944444444444	19.5	0	4	70.5833333333333	466.166666666667	20.75	31.5833333333333
K01843	37.7111111111111	63.2969696969697	42.4636363636364	52.5479797979798	4.54444444444444	10.5	282.8	58.65	112.522222222222	570.366666666667	94.6	116.433333333333
K01844	29.6	56.1	40.1	39	4.1	8	0	54.65	45.8	106.7	83.6	90.1
K01845	2371.30476190476	2744.56536796537	2032.46060606061	2998.98484848485	1797.28888888889	2032.94642857143	15197.2	38103.9	6293.25	5189.54880952381	1616.36666666667	5001.4
K01846	57.85	94.6	47.1	120.25	4.1	14.875	0	43.4	91.55	175.7	135.6	173.6
K01847	1146.16111111111	1165.28333333333	327.95	1171.22222222222	1475.7	2985.15	13272.4	75149.8	365.105555555556	637.45	802.35	1954.9
K01848	517.625	531.625	144.25	491.25	735.875	1482.75	6	15.25	157.75	253	351.75	909.5
K01849	517.625	531.625	144.25	491.25	735.875	1482.75	6	15.25	157.75	253	351.75	909.5
K01854	2745.78333333333	2801.25833333333	2604.43333333333	2362.06944444444	2843.45833333333	5153.11388888889	1587.36666666667	1672.85833333333	1716.85833333333	2767.85	1590.34166666667	2473.65833333333
K01856	7	3.5	0	8.33333333333333	0	1	8627.76666666667	54.7666666666667	2229.53333333333	998.233333333333	0	0
K01857	7.55	4.1	0	8.33333333333333	0.4	2.95	432.066666666667	53.6	3004.16666666667	1122.58333333333	0	0
K01858	234.65	192.575	38.1	1180.75	1448.5	750.85	75.5166666666667	69.4	49.4	260.475	375.175	801.95
K01866	6633.63452380952	6347.44393939394	5345.59751082251	7290.08802308802	7390.50634920635	8609.08571428571	17216.2642857143	41041.6611111111	7720.94365079365	8117.25079365079	4965.19166666667	8661.50912698413
K01867	6634.63452380952	6348.19393939394	5346.22251082251	7290.08802308802	7390.9369047619	8610.58571428571	17216.2642857143	41041.6611111111	7750.19365079365	8117.25079365079	4965.19166666667	8660.80079365079
K01868	6639.76785714286	6360.07727272727	5348.56417748918	7298.33802308802	7382.26468253968	8610.50238095238	17246.9892857143	41102.2944444444	7731.01031746032	8145.05912698413	4985.7	8673.72579365079
