"Pathway"	"S1A"	"S1B"	"S2A"	"S2B"	"S3A"	"S3B"	"S4A"	"S4B"	"S5A"	"S5B"	"S6A"	"S6B"
"ko01040"	11334.194047619	11476.5995670996	9373.32813852814	12829.1239177489	10005.8412698413	10925.6087301587	129887.526190476	156932.944444444	45431.4865079365	26951.5686507936	8875.50833333333	15894.7829365079
"ko01051"	5434.99880952381	4932.17489177489	4415.21417748918	6164.17135642136	7111.74523809524	9242.38888888889	23426.2142857143	77638.7111111111	6634.96031746032	8972.28055555556	4956.94166666667	8847.74246031746
"ko01053"	7181.57142857143	9386.28538961039	8539.66872294372	8883.37716450216	6135.49523809524	3563.77261904762	9710.54761904762	39337.425	12865.6797619048	12517.4214285714	4382.25833333333	6151.9619047619
"ko01054"	1607.39087301587	1356.37781385281	1304.40281385281	1499.99711399711	2298.20357142857	1989.10873015873	1981.96428571429	491.95	3822.31031746032	2303.5380952381	1837.41666666667	2248.29523809524
"ko01055"	6182.22619047619	5921.22196969697	5303.60887445887	7433.76226551227	6675.6869047619	7212.91904761905	17062.0642857143	41096.2444444444	9009.11031746032	9512.87579365079	4322.275	10213.5091269841
"ko01057"	0.666666666666667	0.5	0	0.833333333333333	0	0	0	0	0.333333333333333	0	0	0
"ko01059"	0	0	0	0	0	0	31.6	53.6	0	1	0	0
"ko01062"	525.68253968254	264.738095238095	570	967.847222222222	1247.69444444444	191.863095238095	1574.24166666667	132.85	2555.63888888889	2776.23214285714	575.125	4332.20833333333
"ko01100"	2268352.44206349	2144578.57972583	1773505.42059885	2494125.15764791	2514076.50039683	2941138.66071429	7811251.62103175	17203798.9555556	3897526.68293651	3310949.80634921	1634474.10833333	3097937.75595238
"ko01110"	1036597.41468254	991047.092821068	823463.665836941	1128934.95526696	1105009.30119048	1331789.36785714	3453895.07698413	7611522.75277778	1691235.40714286	1498727.26984127	731797.958333333	1399061.15396825
"ko01120"	554570.783730159	526902.939646465	438499.021392496	610082.608044733	604123.90952381	680288.753571428	2270656.99920635	4795570.95	1207625.82380952	909253.48452381	397966.933333333	779069.678968254
"ko01130"	815920.60515873	776101.736147186	652592.154004329	873279.721320346	866485.11031746	1032146.34285714	2632197.02738095	5813099.36666667	1312798.41746032	1168723.70595238	567947.616666667	1079050.13809524
"ko01200"	331400.246031746	317094.343109668	263530.198665224	379646.342893218	371043.131746032	413166.776984127	1251562.43253968	2946374.56388889	599430.148809524	512735.584920635	252312.741666667	484191.748412698
"ko01210"	93857.071031746	86970.8298701299	74265.6227272727	90474.029040404	86749.9222222222	141950.36547619	318213.533333333	475060.166666667	150003.777777778	142667.560714286	59742.9916666667	128274.875
"ko01212"	67502.4888888889	64199.2345238095	54461.2464285714	74568.5079365079	73294.6603174603	85531.0571428571	426621.069047619	1128773.53611111	185884.245238095	128086.699603175	53489.4166666667	97409.3603174603
"ko01220"	19472.1718253968	16819.2486652237	15838.4204906205	17084.6524170274	21711.1535714286	26613.8452380952	141177.211507937	89491.8833333333	96726.5408730159	46882.1095238095	11497.6	26971.8924603175
"ko01230"	533903.300793651	496693.977128427	420674.122763348	538518.026154401	556806.06468254	746951.815873016	1538816.86150794	2975817.04722222	742231.290873016	721833.684920635	358231.7	679255.053571429
"ko01501"	71757.4880952381	64056.2600649351	51818.4136363636	71079.6313131313	83651.9861111111	106400.768650794	168365.466666667	380916.044444444	90945.5055555556	83911.9376984127	49821.7916666667	86568.9805555556
"ko01502"	41918.9849206349	39258.6953823954	33286.4092712843	44091.2027417027	46638.478968254	54980.2742063492	88713.7658730159	211280.258333333	45386.6988095238	48347.8321428571	29817.0666666667	50922.678968254
"ko01503"	35146.2924603175	28912.2560966811	27866.5580808081	37506.0757575758	44707.8222222222	61892.5535714286	141590.486111111	399869.711111111	102622.494444444	76641.2150793651	31512.275	65559.55
"ko01523"	32608.7781746032	31145.0265151515	26479.9443722944	36228.3807720058	37055.628968254	41858.0146825397	86596.7047619048	205121.097222222	40307.4626984127	39845.978968254	23520.9416666667	40573.8206349206
"ko01524"	8618.46111111111	7397.49458874459	7216.62911255411	7475.36544011544	9552.79047619048	11577.1523809524	101154.411904762	79887.9861111111	26545.1706349206	18240.7924603175	5990.65833333333	9040.6126984127
"ko02010"	463982.478571429	424097.320959596	360702.451118326	425268.479978355	474547.541269841	615241.737698413	914230.640079365	1281742.20277778	907145.425396825	660883.549603175	330050.133333333	496767.38015873
"ko02020"	179961.46468254	167765.523665224	144219.482395382	167797.338924964	172076.051587302	222576.186507936	807310.792460317	1268344.96111111	635041.05952381	380067.48531746	116163.533333333	188249.468253968
"ko02024"	269082.175793651	248099.158766234	212209.364718615	247170.641955267	268834.021031746	352282.636507936	559081.345238095	872468.880555556	379498.706746032	325451.265873016	174899.375	276561.926587302
"ko02025"	18667.1523809524	16438.8875901876	15171.7979076479	17700.9034992785	19138.7178571429	25074.1944444444	153019.432539683	86048.0027777778	166277.982142857	103887.355555556	12533.425	19880.8261904762
"ko02026"	32724.9630952381	29667.0754689755	26084.8845959596	34347.0934343434	33789.925	48248.7797619048	195397.877777778	322222.258333333	106632.644444444	72323.4488095238	26886.5833333333	38597.0611111111
"ko02030"	5436.82619047619	4907.49729437229	2391.04729437229	6662.34145021645	4019.04325396825	4707.64523809524	44701.8869047619	39673.125	126160.73452381	63937.1428571429	4341.35	5635.47380952381
"ko02040"	1158.52261904762	660.426406926407	325.178787878788	1935.44696969697	1568.975	1624.48095238095	43051.8166666667	37698.2	109005.833333333	42218.9964285714	1057.00833333333	2174.38333333333
"ko02060"	182259.455555556	162748.044264069	153859.107359307	140390.6751443	198262.753571429	194112.778968254	116386.505952381	99408.8861111111	100359.229761905	134303.903174603	88639.625	121788.425793651
"ko03008"	8447.46071428571	8488.16363636364	7228.42911255411	9902.47655122655	8512.09880952381	9251.2130952381	26118.9869047619	41624.2777777778	16896.7650793651	14193.4126984127	6720.36666666667	12888.8876984127
"ko03010"	426789.41468254	407616.243650794	344227.790873016	474096.285714286	479992.488095238	537191.194047619	1126054.36349206	2284319.14444444	520020.850793651	534522.550793651	322484.925	570500.613095238
"ko03013"	8440.99325396825	7132.73203463203	6697.71774891775	7673.08008658009	9766.79880952381	12518.3928571429	32129.7619047619	80894.0222222222	10260.8761904762	9803.10873015873	5828.75833333333	9215.50158730159
"ko03018"	74638.5817460317	71671.3294733045	61137.8005050505	83451.6818181818	83797.6138888889	94482.2761904762	221821.652777778	563926.119444444	102176.761111111	98954.7281746032	56633.2583333333	99246.0666666667
"ko03020"	30326.4186507937	28572.1181818182	24457.5574675325	30407.5414862915	32128.6892857143	39404.2178571429	64444.8321428571	129509.805555556	33918.9079365079	34495.3920634921	21243.1666666667	36070.9503968254
"ko03022"	514.4	404.7	96.6	407	38	70.1	38.6	266.4	10.4	97.1	54.8	95.2
"ko03030"	97721.5099206349	93782.5527417027	79357.9106782107	105924.604076479	106838.004365079	125416.528968254	270793.923015873	728263.238888889	123486.878968254	125554.417063492	70763.2583333333	127804.537698413
"ko03050"	2242.73333333333	2495.4	1841.93333333333	2310.33333333333	1059.8	545.066666666667	365.133333333333	835.933333333333	1391.73333333333	1934.26666666667	870.133333333333	1262.2
"ko03060"	102754.361904762	98204.3842712843	82462.9513347763	107076.532106782	105480.321031746	130183.811507936	270652.725793651	581735.955555556	122045.50952381	125279.749206349	72473.1166666667	130355.81547619
"ko03070"	85330.3	82501.9823232323	68568.3434343434	90763.6224747475	85559.0916666667	108762.322222222	356395.272222222	533837.797222222	168791.258333333	163460.969444444	62895.2416666667	120151.6
"ko03320"	13297.4238095238	14782.2634199134	11856.7622294372	18784.7160894661	13030.2301587302	7175.43015873016	68307.3345238095	117577.35	29096.480952381	25915.7702380952	10508.7083333333	18076.0773809524
"ko03410"	65325.6253968254	61914.0296536797	54241.937987013	70202.2943722944	72092.8801587302	79216.5928571429	188604.717857143	521974.475	88699.0031746032	89340.6809523809	46710.6	87418.594047619
"ko03420"	53086.3456349206	51886.5252525253	43724.276046176	60904.9718614719	59895.1841269841	65522.2523809524	137082.350396825	364177.236111111	60589.276984127	69024.1424603175	40294.3083333333	70457.3619047619
"ko03430"	107147.111111111	101515.940079365	85155.4742063492	118550.799603175	122275.451984127	145897.121031746	284224.113492063	733859.652777778	137829.484126984	138825.016269841	83519	144632.696428571
"ko03440"	131756.864285714	126190.881746032	106681.083730159	147487.954365079	147361.280952381	171783.552380952	384763.726587302	896328.161111111	170605.960714286	172514.234126984	101489.2	180469.272619048
"ko03450"	3.6	2.56363636363636	20.3636363636364	4.65909090909091	1.68888888888889	3.4	31362.2	187465.8	3156.63333333333	2442.43333333333	0	2.66666666666667
"ko04011"	1131.90952380952	1041.58787878788	603.733116883117	1669.68398268398	902.453571428571	1730.61071428571	21093.205952381	75542.3333333333	13995.2214285714	6871.44523809524	1300.75833333333	4002.12857142857
"ko04013"	6408.70952380952	6127.95757575758	5260.56948051948	6118.66378066378	5925.86468253968	7834.69126984127	32098.505952381	78556.0277777778	10664.5603174603	8915.21746031746	4526.84166666667	7795.28412698413
"ko04016"	12562.1035714286	10462.8734848485	9883.36753246753	11289.4585137085	14230.7857142857	19583.7126984127	55919.1595238095	157778.447222222	28524.1753968254	21061.7801587302	8980.925	18007.0384920635
"ko04020"	0	0	2	0	0	0	0	2	0	0	0	8
"ko04024"	0.3	0.6	0	0	0.4	1.7	62.2666666666667	53.6	344.8	39.1	0	0
"ko04066"	25385.9154761905	24895.2479437229	22385.766991342	24799.2518037518	25021.6432539683	29312.6123015873	61110.3702380952	164372.011111111	26470.9650793651	28322.2531746032	16565.9916666667	27409.821031746
"ko04068"	9307.35238095238	9288.74545454545	7621.23593073593	9718.6810966811	7850.31825396825	10045.5686507936	62521.8119047619	154621.261111111	26042.5150793651	17634.9293650794	6661.73333333333	12996.6126984127
"ko04070"	12357.698015873	11054.0106060606	9203.32965367965	13097.0443722944	11805.4718253968	14917.0293650794	45174.4095238095	82335.2222222222	23515.2142857143	20094.0468253968	9228.475	20257.0634920635
"ko04071"	1104.33333333333	1539.66666666667	1417.66666666667	1178.33333333333	696.333333333333	152.333333333333	300.666666666667	199	1272	1335.5	534.333333333333	691.333333333333
"ko04072"	73.5428571428571	45.45	179.045238095238	764.380952380952	120.495238095238	179.494047619048	14923.930952381	37562.35	4840.0380952381	3248.90357142857	977.716666666667	3081.19523809524
"ko04080"	509.677777777778	268.263636363636	496.863636363636	280.214646464646	1223.36944444444	141.016666666667	1151.625	30	585.355555555556	1138.30833333333	193.875	315.583333333333
"ko04112"	65805.801984127	62642.7462121212	52354.8271645022	73638.5768398268	75348.5142857143	87574.1456349206	202859.757142857	448095.502777778	93125.3190476191	86968.6698412698	50792.3333333333	90032.2031746032
"ko04113"	2335.4	2431.03333333333	2259.43333333333	2343.66666666667	2235.75	633.433333333333	10358.3333333333	674.6	1528.65	2114.76666666667	1102.13333333333	1646.45
"ko04115"	637.516666666667	511	130.333333333333	740.833333333333	317.666666666667	306.183333333333	7899.35	37671	3484.96666666667	1619.35	281	461.666666666667
"ko04122"	32971.6531746032	33357.3453463203	29352.7893939394	34264.3901515152	29215.6055555556	35503.5559523809	139772.691666667	204370.394444444	78298.6833333333	57302.626984127	28612.3	38001.8305555556
"ko04138"	1751.44444444444	2107.79696969697	1757.0303030303	2057.29797979798	1022.84444444444	477.066666666667	6572.93333333333	37982.6	1553.13888888889	1853.08333333333	1311.25	1326.91666666667
"ko04141"	702.528174603175	568.004509379509	367.572763347763	2835.48448773449	3183.96746031746	2239.20158730159	27330.6365079365	112921.061111111	3785.97698412698	2270.89126984127	1676.93333333333	2262.26468253968
"ko04142"	3947.27619047619	3741.79285714286	1853.53333333333	8415.5	8048.73611111111	5189.68452380952	31323.1583333333	188858.941666667	1197.53333333333	2759.19761904762	2878.01666666667	5265.06666666667
"ko04146"	22807.5329365079	22205.4206709957	18306.5420995671	28246.1875901876	23301.2400793651	25813.6472222222	157913.938095238	387613.158333333	57660.5015873016	44716.725	16958.425	35761.4928571429
"ko04151"	2076.30595238095	2391.37142857143	1937.37857142857	3515.88095238095	2570.26468253968	1399.63214285714	24013.9309523809	38169.15	4693.1880952381	3636.37738095238	1994.025	2511.72857142857
"ko04152"	7274.31904761905	6864.53863636364	5556.16244588745	8253.22655122655	7786.82380952381	9055.82976190476	49308.9035714286	78723.7444444444	7996.18174603175	8912.42936507936	5946.98333333333	9476.9376984127
"ko04210"	451.283333333333	373.875	52	2533.75	3368.75	2031.2	16559.4666666667	37462.1666666667	4402.23333333333	3030.75833333333	702.125	1560
"ko04211"	7540.61904761905	7169.54545454545	5864.3025974026	7788.34776334776	6828.31825396825	9565.30198412698	53191.7119047619	154098.361111111	24659.7817460317	15786.6626984127	5827.6	11797.4126984127
"ko04212"	31500.8281746032	30575.7888888889	26146.6956349206	33044.251984127	31976.8956349206	39837.523015873	123910.849206349	279726.811111111	51023.7099206349	44288.0650793651	22603.2833333333	40135.0261904762
"ko04213"	12537.3694444444	12320.4608225108	10719.3917748918	15070.5191197691	12911.5079365079	11814.7507936508	94836.3345238095	230559.127777778	34451.4587301587	25329.4650793651	10223.9333333333	21855.8912698413
"ko04214"	4581.94642857143	3976.70425685426	3806.19671717172	4451.73484848485	6647.33888888889	6542.36031746032	26751.5611111111	77256.65	12052.6111111111	7827.40714285714	2799.94166666667	3850.46944444444
"ko04215"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko04216"	7080.28015873016	7856.44242424242	6115.29956709957	13332.3124098124	9763.20992063492	5407.6630952381	22632.1702380952	77420.575	15755.7484126984	15174.0404761905	6727.73333333333	14062.5904761905
"ko04217"	21442.8761904762	20085.8137806638	16536.7157647908	23373.3221500721	23545.2496031746	29374.7242063492	69949.178968254	125293.491666667	39756.3753968254	30852.3071428571	14489.9333333333	23851.0468253968
"ko04260"	106.233333333333	51.5	176	1477.91666666667	71.25	114.9	2736.9	227.25	13918.9166666667	8584.25	798.75	8162.75
"ko04612"	309.572619047619	272.171428571429	180.445238095238	1585.54761904762	1548.26468253968	919.365476190476	14683.830952381	37646.25	3310.45476190476	1788.11071428571	1159.89166666667	1312.52857142857
"ko04614"	262.4	203.075	102.1	1659.5	1472.25	790.1	22002.7666666667	75037.3166666667	1702.9	1998.225	644.675	3531.45
"ko04621"	11266.0492063492	10637.2902597403	8409.72835497836	12220.2593795094	12164.171031746	15614.5821428571	52044.7202380952	119032.211111111	15331.703968254	14074.8996031746	8209.475	13147.2293650794
"ko04622"	49.1380952380952	76.5987012987013	80.6439393939394	71.2348484848485	37.0833333333333	51.5380952380952	333.983333333333	97.0916666666667	30.2333333333333	39.3904761904762	55.625	33
"ko04626"	5109.27976190476	5350.93798701299	4474.16774891775	7460.35786435786	5358.42380952381	3138.30158730159	43303.7869047619	114451.466666667	19587.7761904762	13109.0773809524	5203.60833333333	10527.6071428571
"ko04657"	309.572619047619	272.171428571429	180.445238095238	1585.54761904762	1548.26468253968	919.365476190476	14683.830952381	37646.25	3310.45476190476	1788.11071428571	1159.89166666667	1312.52857142857
"ko04659"	309.572619047619	272.171428571429	180.445238095238	1585.54761904762	1548.26468253968	919.365476190476	14683.830952381	37646.25	3310.45476190476	1788.11071428571	1159.89166666667	1312.52857142857
"ko04714"	7082.6246031746	7891.40681818182	6546.43896103896	13619.4942279942	8338.97380952381	4769.7130952381	36533.7119047619	78063.8333333333	41659.9373015873	28450.8654761905	7063.70833333333	21428.1571428571
"ko04724"	9931.96150793651	10425.7873376623	8819.61948051948	11947.4137806638	10844.8507936508	10266.1571428571	20399.1726190476	42008.4777777778	28591.5547619048	18703.2162698413	6989.75833333333	11782.1841269841
"ko04726"	6.96666666666667	3.72727272727273	0.727272727272727	9.73484848484848	0	1.3	519.266666666667	53.6	547.633333333333	1407.6	0	0
"ko04727"	9953.22817460317	10462.7206709957	8839.55281385281	11971.4137806638	10847.1174603175	10271.8654761905	20487.7392857143	42081.8944444444	30737.1380952381	18845.9829365079	7038.025	11847.6174603175
"ko04728"	6.96666666666667	3.72727272727273	0.727272727272727	9.73484848484848	0	1.3	519.266666666667	53.6	547.633333333333	1407.6	0	0
"ko04910"	10865.7988095238	10082.6542568543	8242.22052669553	11164.4134199134	10033.4904761905	13006.3567460317	33644.0313492063	81817.3861111111	11795.2761904762	12599.7031746032	7182.54166666667	11172.4071428571
"ko04914"	309.572619047619	272.171428571429	180.445238095238	1585.54761904762	1548.26468253968	919.365476190476	14683.830952381	37646.25	3310.45476190476	1788.11071428571	1159.89166666667	1312.52857142857
"ko04915"	309.572619047619	272.171428571429	180.445238095238	1585.54761904762	1548.26468253968	919.365476190476	14683.830952381	37646.25	3310.45476190476	1788.11071428571	1159.89166666667	1312.52857142857
"ko04916"	2.69444444444444	1.33333333333333	0	3.05555555555556	0	0.25	0	0	562.388888888889	1001.08333333333	0	0
"ko04917"	4145.82341269841	3512.04166666667	3344.49523809524	2974.13095238095	4159.04801587302	5875.61071428571	7510.74761904762	40424.1277777778	1314.2380952381	2859.59246031746	2637.56666666667	2849.71746031746
"ko04918"	9136.71904761905	7626.33704906205	6756.22831890332	9976.20670995671	14023.0619047619	14623.2119047619	45691.8670634921	43046.4944444444	16319.0880952381	11955.9484126984	6269.2	10876.6869047619
"ko04919"	0	0.363636363636364	0.363636363636364	0.909090909090909	0	0	107.55	53.6	0	1	0	0
"ko04920"	8563.69206349206	9752.65811688312	7695.52835497836	13904.2871572872	9270.64047619048	5066.48333333333	31803.8119047619	77860.85	16977.9817460317	16671.7	7061.49166666667	14354.9571428571
"ko04922"	42332.2873015873	39842.1054473304	35006.4074314574	37186.8221500721	40734.1607142857	52382.8408730159	51212.5873015873	176682.944444444	27414.6031746032	37562.246031746	24874.65	35329.569047619
"ko04924"	0	0	0	0	0	0	493	0	0	0	0	0
"ko04930"	6654.46428571429	6350.89036796537	5346.09751082251	7296.33802308802	7380.3119047619	8636.66547619048	8707.13928571429	41010.2444444444	8658.57698412698	9144.79126984127	4980.81666666667	8683.50912698413
"ko04931"	14617.3376984127	13607.3042568543	11216.0621933622	15002.2467532468	14714.7293650794	20020.3817460317	35131.1396825397	84107.6638888889	16766.6095238095	16978.5670634921	9711.48333333333	14590.3376984127
"ko04932"	155.416666666667	78.5	180	1535.41666666667	71.25	122.75	10629.25	37688.25	17312.55	9743.93333333333	798.75	8162.75
"ko04934"	2376.89563492063	2728.47196969697	2067.64220779221	3374.5955988456	1871.33134920635	2141.97182539683	16250.3642857143	38085.4	9527.61031746032	6418.2369047619	2635.46666666667	5329.87857142857
"ko04940"	7862.66785714286	8039.31363636364	6985.36720779221	8556.76226551227	8087.8869047619	8799.97738095238	17632.2892857143	41428.6111111111	11503.4603174603	9685.69246031746	5573.26666666667	9456.09246031746
"ko04964"	3964.37142857143	4730.36536796537	3652.67727272727	4121.2904040404	2502.72222222222	2200.24642857143	27112.3666666667	1086.81666666667	5550.03333333333	4724.03214285714	1862.31666666667	3008.3
"ko04973"	4318.71865079365	3777.6933982684	2863.77196969697	4346.49242424242	4608.11666666667	6656.27698412698	18800.1	115450.861111111	1215.2	2972.17103174603	2381.08333333333	3424.86388888889
"ko04974"	416.5	338.75	69	2517.5	2897	1490.5	12391.9	74979.25	166.5	519.75	754.25	1635
"ko04978"	162.62619047619	171.095779220779	366.012445887446	1316.920995671	781.176587301587	981.036904761905	9161.14523809524	113.333333333333	8307.69285714286	3995.11785714286	2232.125	3694.81547619048
"ko04979"	509.677777777778	268.263636363636	496.863636363636	280.214646464646	1223.36944444444	141.016666666667	1151.625	30	585.355555555556	1138.30833333333	193.875	315.583333333333
"ko05010"	8982.13928571429	8703.9487012987	7783.48917748918	11207.9213564214	9441.36468253968	9157.63214285714	37078.2642857143	79271.5611111111	31089.3103174603	22361.5996031746	6805.175	20624.1674603175
"ko05012"	155.416666666667	78.5	180	1535.41666666667	71.25	122.75	10629.25	37688.25	17312.55	9743.93333333333	798.75	8162.75
"ko05014"	1235.81428571429	1107.45627705628	677.73841991342	2221.34307359307	927.123015873016	1777.52380952381	44132.2726190476	150593.9	19031.5880952381	9781.87738095238	1614.14166666667	6752.95357142857
"ko05016"	6618.84761904762	6245.32597402597	5510.57478354978	8148.23953823954	6021.78412698413	7996.50436507936	57874.4726190476	153834.844444444	29619.8436507937	20409.8996031746	5638.975	18708.8591269841
"ko05020"	54.7214285714286	38.8683982683983	70.005303030303	494.159090909091	24.6694444444444	39.0630952380952	15146.7166666667	37590.5666666667	1642.73333333333	1750.74880952381	313.383333333333	2750.825
"ko05030"	6.96666666666667	3.72727272727273	0.727272727272727	9.73484848484848	0	1.3	519.266666666667	53.6	547.633333333333	1407.6	0	0
"ko05031"	6.96666666666667	3.72727272727273	0.727272727272727	9.73484848484848	0	1.3	519.266666666667	53.6	547.633333333333	1407.6	0	0
"ko05034"	6.96666666666667	3.72727272727273	0.727272727272727	9.73484848484848	0	1.3	519.266666666667	53.6	547.633333333333	1407.6	0	0
"ko05100"	1962.50198412698	1573.42395382395	1470.01641414141	1184.72853535354	1783.85833333333	4225.23531746032	565.819444444444	2032.58333333333	618.430555555556	1276.35714285714	1277.33333333333	1034.11111111111
"ko05110"	21.8	14.3333333333333	81.2916666666667	699.791666666667	33.625	47.55	70.125	93	2921.3	3549.26666666667	434.375	4022.66666666667
"ko05111"	31808.1916666667	30289.8235569986	24840.2394300144	34780.6928210678	36555.6591269841	36949.8817460317	254809.79484127	240643.252777778	100669.890873016	69011.7115079365	22963.1416666667	42111.998015873
"ko05120"	8553.25436507937	6641.30703463203	5861.80941558442	8308.6911976912	11533.5988095238	19118.0928571429	12984.4535714286	6991.76666666667	14256.4873015873	12561.4476190476	7115.95833333333	10635.1321428571
"ko05132"	2645.78531746032	3463.78917748918	3440.28084415584	4490.31024531025	2978.98968253968	1349.73928571429	21811.4642857143	798.633333333333	14523.1492063492	8991.92142857143	2445.20833333333	5404.30357142857
"ko05133"	737.242063492063	685.144588744589	556.680303030303	3832.88131313131	896.4	1761.56428571429	25534.3333333333	37859.9333333333	42612.7888888889	32021.7714285714	2336.15	19717.5666666667
"ko05134"	17597.0722222222	17635.5104978355	14427.9116883117	20498.1204906205	18747.3293650794	20293.419047619	63190.3785714286	158315.538888889	29901.9650793651	25337.9063492063	12468.4083333333	23880.4515873016
"ko05142"	1326.27142857143	1776.77142857143	1683.93333333333	1636.16666666667	986	427.638095238095	7592.13333333333	37793.7333333333	4451.98333333333	2948.58214285714	851.383333333333	1225.45
"ko05143"	1327.4880952381	1776.77142857143	1683.93333333333	1637	986	428.188095238095	15638.3	37794.9	7450.48333333333	4072.66547619048	851.383333333333	1225.45
"ko05145"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05146"	724.154761904762	607.060064935065	130.488636363636	1757.15909090909	1481.31944444444	820.196428571429	6679.5	37724	92.6666666666667	494.482142857143	525.625	1005.20833333333
"ko05150"	22706.7944444444	18315.6984848485	17988.2651515152	14391.4267676768	23960.6388888889	36125.5777777778	10180.5166666667	17380.5833333333	9452.22222222222	14820.6666666667	12592.5833333333	13705.25
"ko05152"	20888.7952380952	19185.4517676768	17083.493037518	20973.7792207792	23594.9107142857	27976.5043650794	69621.1873015873	162270.858333333	28728.6087301587	26009.694047619	14465.2333333333	22363.0884920635
"ko05161"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05163"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05164"	55.1833333333333	32.5	6	67.5	0	10.35	7892.35	37465	3393.63333333333	1167.18333333333	11	25
"ko05165"	6636.83928571429	6342.26536796537	5339.59751082251	7283.83802308802	7377.6869047619	8607.66547619048	8707.13928571429	41006.2444444444	8651.32698412698	9134.79126984127	4955.56666666667	8649.75912698413
"ko05166"	509.677777777778	268.263636363636	496.863636363636	280.214646464646	1223.36944444444	141.016666666667	1151.625	30	585.355555555556	1138.30833333333	193.875	315.583333333333
"ko05167"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05168"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05170"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05200"	6298.75793650794	6297.44527417027	4673.18773448773	7969.89790764791	6626.68571428571	9500.09761904762	123373.403968254	115818.783333333	32061.7531746032	20434.9380952381	6284.14166666667	9456.61349206349
"ko05203"	6636.83928571429	6342.26536796537	5339.59751082251	7283.83802308802	7377.6869047619	8607.66547619048	8707.13928571429	41006.2444444444	8651.32698412698	9134.79126984127	4955.56666666667	8649.75912698413
"ko05204"	216.572222222222	109.977922077922	241.095779220779	1061.36544011544	206.504365079365	336.560714285714	84964.7785714286	348.066666666667	18837.553968254	11087.9452380952	1541.61666666667	3275.81547619048
"ko05205"	6626.56785714286	6341.94696969697	5323.56720779221	7262.26226551227	7378.35357142857	8599.36904761905	17211.9226190476	41035.7944444444	7716.21031746032	8114.09246031746	4963.06666666667	8641.92579365079
"ko05206"	5830.84126984127	6872.18654401154	5538.9667027417	9621.46933621934	5745.77301587302	5251.14246031746	8489.45317460318	39809.6694444444	17396.726984127	15159.4984126984	4928.51666666667	18254.5563492063
"ko05210"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05211"	2376.89563492063	2728.47196969697	2067.64220779221	3374.5955988456	1871.33134920635	2141.97182539683	16250.3642857143	38085.4	9527.61031746032	6418.2369047619	2635.46666666667	5329.87857142857
"ko05215"	309.572619047619	272.171428571429	180.445238095238	1585.54761904762	1548.26468253968	919.365476190476	14683.830952381	37646.25	3310.45476190476	1788.11071428571	1159.89166666667	1312.52857142857
"ko05219"	602.43253968254	491.754761904762	126.333333333333	693.888888888889	318.066666666667	302.679761904762	352.066666666667	263.6	127.472222222222	461.648809523809	281	461.666666666667
"ko05222"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05225"	3563.10634920635	3269.80187590188	2421.10028860029	2952.25468975469	3207.08968253968	6430.91031746032	84546.8587301587	2626.13333333333	15830.0547619048	11068.9071428571	2488.78333333333	2814.20634920635
"ko05230"	37437.6698412698	36762.2451298701	32223.6415584416	35657.3697691198	35983.6448412698	39052.144047619	40425.5988095238	170359.863888889	32992.5079365079	38829.0063492063	24268.3	36260.2003968254
"ko05231"	74.5428571428571	46.2	179.670238095238	766.047619047619	124.370238095238	183.660714285714	14923.930952381	37562.35	4869.2880952381	3248.90357142857	977.716666666667	3083.4869047619
"ko05322"	14.4166666666667	3	1.25	16.6666666666667	1	6.25	0	0.75	9.58333333333333	2.5	7	36.25
"ko05340"	9437.51984126984	8791.70173160173	7012.33387445887	10122.4289321789	9481.85912698413	12940.4321428571	18185.8059523809	43969.6805555556	8515.76031746032	10931.7634920635	6465.81666666667	10486.5563492063
"ko05410"	0	0	0	0	0	0	493	0	0	0	0	0
"ko05416"	49.1833333333333	27	4	57.5	0	7.85	7892.35	37461	3393.63333333333	1159.68333333333	0	0
"ko05418"	18715.548015873	17031.6339105339	13530.5882756133	18836.6462842713	19781.0198412698	28955.5055555556	135180.509920635	124371.963888889	33711.5884920635	29459.3944444444	13284.5083333333	21558.4948412698
