phylum	class	order	family	genus	species	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Actinobacteria	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified	0.2	1	0.6	0.8	0.2	0	0.5	0.2	0	0.7	0.9	0	1.7	1.5
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. DM4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified	unclassified	unclassified	0.5	0	0	0	1	0.5	0	0	0.6	0	0.6	0.7	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea sp. H5.59	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.5
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	251.7	789.1	52.5	31.9	1.8	1.6	82.7	1604	1185.1	443	44.9	6.4	24.1	328.7
Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia symbiotica	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	unclassified	0.9	0	0	0	1.6	0.5	0	0.5	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium sp. enrichment culture clone LplF-80	0.7	1.6	1.4	1	0	0	0.7	0.5	0.5	0	0.8	0	0	1.2
Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	Olivibacter sp. JCM 28716	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	unclassified	unclassified	1.2	0.8	1	0.4	2.2	0.2	1	0	1.9	0	0	0	1.4	1.5
Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	unclassified	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	unclassified	2.1	3.6	2.2	3.5	4.7	3.2	3.9	3	3.6	0.8	0.7	1.8	0.7	4
Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. DJF_B143	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. CKC31	0.1	0.5	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus elongatus	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria	Kofleria sp. DSM 53797	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	unclassified	0.9	0.1	2.4	2.6	2.9	5.1	0	0.3	0	0	1.8	4.6	1.7	1.5
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. BZ-SZ-XJ39	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	unclassified	unclassified	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	unclassified	24	6.6	20	19.7	33	16.8	21.5	0.5	6.4	7.4	14.1	21.8	24.7	7.8
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter fluviatilis	1.3	0	1.1	0.4	0	2.1	0	0	0.6	0	0	1.2	0	1.5
Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	unclassified	unclassified	0	0	0.6	0	0	0.1	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	unclassified	unclassified	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Ureibacillus terrenus	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	unclassified	unclassified	1.3	2.3	0.5	1.8	0.7	0.7	1	0	0.6	2.5	3.3	6.9	3.3	1.8
Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	unclassified	unclassified	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0
Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Phytoplasma sp. RYL-GD	0	0	0	0	0.9	0	0	0.7	0	0.9	0	0	0	0.7
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. TSK-1	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Afifella	Afifella marina	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea aerophila	0.5	1	0.7	0.3	0.4	0	0.8	0	2.3	0	0.8	0	0.8	1.5
Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	unclassified	1.4	1.5	5.5	8.9	0.7	0.1	8.8	0	1.6	2.7	1.5	3.3	5.9	0.6
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithiomicrobium	unclassified	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae	0.1	0	0.6	0.7	0.7	0	1.7	0.1	0	1	0	1.5	0.8	0.8
Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	unclassified	2.1	0	2	0	0.9	2.6	0.9	0	0.9	0	3.9	0.8	0.7	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	unclassified	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. Tianshan46-1	0	0	0.2	0.4	0.1	0.3	1.5	0	0	1	0	0	0.7	1.6
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Gryllotalpicola	unclassified	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	unclassified	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	0	0	0	0.8	0.2	0	0.3	0	0	0	1.7	0	0	0
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa ovata	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus senegalensis	0.3	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Ureibacillus sp. R-31864	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Skermanella sp. s4t1	0	0	0	11.7	0	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified	unclassified	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	unclassified	0	0.3	0	0.5	0	0	0.3	0	0.6	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	unclassified	unclassified	0.1	0	0	0.3	0.2	0.3	0	0	0	0	1.3	4.2	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	Ancylobacter sp. S3H37	0	0	0	0	0.1	0.5	0	0	0	0	0	0.6	0	0
Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	Cymbella subturgidula	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.8
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula marina	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp.	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unclassified	5.6	0	0	0	0.6	0	0	86.2	1.7	0	0	0	0	0.6
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	unclassified	unclassified	26.9	29.5	27.1	56.5	34.2	61.7	32	12.8	21.3	65.7	48.9	52.2	15.1	36.7
Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia sp. GDM8	0.5	0	0	0	0	0	0	0	0	0	0.8	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PC30.5B	0	0	0	0.3	0	1.1	0	0.4	0	0.8	0	0	0	0
Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	unclassified	0	1.6	0	0.3	0	0	0	0	0	1.8	1.5	0	0	0.5
Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Cystobacter miniatus	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sp.	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	unclassified	unclassified	0.1	0.3	0	0	0	1.8	0.2	0	0	0	0	0	0.5	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rigui	0.5	0	0	0.4	0.1	0	1.4	4.4	0	0	0.9	0	0	0
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. BM04	0.1	0	0.4	0	0.1	0.2	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	unclassified	unclassified	0.8	0	1.2	0	4.8	6	0	0.5	0	0	1.7	1.8	0.6	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Mumia	Mumia sp.	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0
Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter sp. L1977	0	0	0.5	0	19.8	0.4	0	0	0	0	0	0	0	0.6
Thermotogae	Thermotogae	unclassified	unclassified	unclassified	unclassified	0	0	0	0	0	0	0.3	0	0	0	0	0	0.8	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. BAC-M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. Asd M7A1	0	0.4	0	0	0.5	0.1	0	0	0	0	0	0	0.7	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus sp.	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rickettsiales	unclassified	unclassified	unclassified	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.7
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Actinophytocola xinjiangensis	0	0	0	0	0	131.2	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	unclassified	0	0	0	0	0.2	0	0	0.6	0	0	0	0	0	0.6
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. Sea-11	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. JSM 082018	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	unclassified	unclassified	0.3	0	0	0	0.4	0	1	0	0	0	0	0	0.8	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. WST2-3	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Nitrococcus	Nitrococcus sp. enrichment culture isolate DGGE gel band EN2	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UMAB-13	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. I602	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0
Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	unclassified	unclassified	0	0	0.4	0	0.1	0.2	0	0	0	0	0	0	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	2	0.9	2.7	3.5	1.5	0.5	1.2	0	0	0.6	0.9	0.8	6.5	0.6
Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium sp. SRMND14D	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	unclassified	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	Kallotenue papyrolyticum	0.1	0	0.2	0.3	0.1	0	0.1	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Gemmata	Gemmata sp. Wa3-1	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax avenae	0.4	8.8	0.5	3.9	0	0.2	0.6	0.7	0.6	0.9	1.1	4.5	0	0.7
Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. Bis 14	0	0	0	0	0.1	0.9	0	0.5	0	0	0	0	0	0.8
Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium coralli	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia kururiensis	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	unclassified	unclassified	1.7	3.6	6.6	3.9	2.4	5.8	1.6	1.4	2	6.3	3.6	1.6	5.1	3.5
Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. PFW-1	1.3	1.7	0.4	0.7	0.7	1.1	0	0.3	0	0	0.9	0	0.9	0.9
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. PS-SwaK3	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	unclassified	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga	unclassified	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	unclassified	unclassified	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	unclassified	0.5	1.7	0.7	1.1	0.2	0	1.7	0	0	1.6	0.6	0.8	0	2.5
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea sp.	0	0	0	0	0.4	0	0	0	0	0	0	0.7	0	0
Chordata	Actinopteri	Centrarchiformes	Kyphosidae	Hermosilla	Hermosilla azurea	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. DCo04-35	0	0	0	0	6.7	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	unclassified	0	0.5	0.4	0	0	1.1	0	0	0	0	0	0	2.8	0.7
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter terreus	0	0	0	0.2	0	0	0	0	0	0	0.7	1.7	0	0.9
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. DAB_MOR48	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus infantis	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	unclassified	0	2.2	0.3	0	0.2	0.2	0	1.5	0.7	0	0	0	0	2.9
Streptophyta	Liliopsida	Poales	Poaceae	unclassified	unclassified	0	0	0	1.3	0	0	0	0	0	29	15.3	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	unclassified	0	0	0	0	0.9	0.6	0	0	0	0	0	0	0	1.2
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. ASA28	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium aurantiacum	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	Luedemannella sp. 119-1-07	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. UKS6	0	0	0.3	0	0	0	0	0.2	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Pseudochrobactrum	Pseudochrobactrum sp. C_NA_101_V4	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.4
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. C57	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera sp. L21	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Isosphaera	unclassified	1.3	0.1	0.8	1.5	0	0.9	0.2	0.2	0.6	0	2.3	0	0	2.1
Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	Paenisporosarcina sp. Sl30	0.4	0	0	0	0	0	0.1	0.9	1.4	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	0	0.3	0	0	0.2	0	0	0	0	0	0.7	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SOZ3-2091	0.5	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. UST050418-421	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Thiotrichales	Fastidiosibacteraceae	Fangia	Fangia hongkongensis	0	0	0	0	0.8	0.6	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. I12A-02010	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium	unclassified	0	0	2.6	0	0	1.5	0	0	0.8	1	3.3	0	0	1.9
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MH6-1	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter sp. enrichment culture	0	0	0	0	0.8	0	0.1	0	0	0	0.7	0	0.6	0.8
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PDD-67b-26	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.8
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. WSL-3	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Okibacterium	Okibacterium sp. I12A-02597	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp. WST7-2	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. I12A-02677	0.1	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp.	0	0	0	0.3	0	0	0.1	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Panacibacter	Panacibacter ginsenosidivorans	0.3	0	1.2	0	0.5	0	0	0	0.6	0	0	1.5	0.7	0
Actinobacteria	unclassified	unclassified	unclassified	unclassified	unclassified	21.7	8.9	45.4	18.2	80.8	43.4	76.8	0.9	10.9	17.1	24.4	9.2	41.6	11.8
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oxydans	0	0.4	0	0.6	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Pimelobacter	Pimelobacter simplex	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0
Synergistetes	Synergistia	Synergistales	Synergistaceae	unclassified	unclassified	0	0	0	0	1.3	10.7	0.1	0	0	0	0	1.5	0	0
Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Rhizomicrobium sp. URHD0076	0.9	0	0.8	2.3	1.8	11.2	0.1	0	0	0	1.8	5.5	2.6	0.7
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. VN-1	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus	Paucisalibacillus sp. Sed4	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora phosalacinea	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. UYEF31	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. YP3	0	0.4	0.3	0.4	0.6	0.3	0	0.6	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. PIC-C23	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas plecoglossicida	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter sp. L1948	0.7	0	0.8	0.5	0.8	0.6	1.9	0	0	0	1.9	0.8	2.3	0.8
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. M25	0.4	0	1.1	0.4	0	0	0.3	0	1	0	0	0	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. S160.08.RBT.W.Gill.N	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum tongense	0	0	0	0	7.1	0.4	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella sp. I12A-02983	0	0	0	9.6	0	23.4	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. CNS326 PL04	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	unclassified	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	Angustibacter aerolatus	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0
Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	unclassified	unclassified	0	0	0	0	0.2	0.4	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	Chryseomicrobium aureum	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0
